structure_key,name,smiles,formula,primary_inchikey,n_rows,available_phases,available_phase_coarse,temperature_min_K,temperature_max_K,pressure_min_kPa,pressure_max_kPa,cp_min,cp_max,cp_mean,cp_median
inchikey::IXQYBUDWDLYNMA-UHFFFAOYSA-N,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,C8H15F6N2P,IXQYBUDWDLYNMA-UHFFFAOYSA-N,2092,glass|liquid|solid,liquid|other|solid,50.0,550.0,100.0,101.325,96.95,515.6,415.4378702675895,451.5657703578
inchikey::QPDGLRRWSBZCHP-UHFFFAOYSA-M,1-butyl-3-methylimidazolium trifluoroacetate,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,C10H15F3N2O2,QPDGLRRWSBZCHP-UHFFFAOYSA-M,1230,glass|liquid|solid,liquid|other|solid,50.0,370.0,101.325,101.325,98.36,941.3357563872,311.2418507337737,313.6524686676
inchikey::DZXWLEABYUUFII-UHFFFAOYSA-N,"tris(2,4-pentanedionato-O,O')rhodium",CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O.[Rh+3],C15H21O6Rh,DZXWLEABYUUFII-UHFFFAOYSA-N,1174,solid,solid,188.4,465.4,101.325,101.325,322.3,603.6,433.60502555366276,429.6
inchikey::RTZKZFJDLAIYFH-UHFFFAOYSA-N,diethyl ether,CCOCC,C4H10O,RTZKZFJDLAIYFH-UHFFFAOYSA-N,1157,fluid|gas|liquid,gas|liquid|other,347.716,575.318,,,153.2093472,463.1858784,229.72968105375972,211.3206816
inchikey::AJRFBXAXVLBZMP-UHFFFAOYSA-M,1-methyl-3-propylimidazolium bromide,CCCn1cc[n+](C)c1.[Br-],C7H13BrN2,AJRFBXAXVLBZMP-UHFFFAOYSA-M,1108,glass|liquid|solid,liquid|other|solid,50.0,370.0,101.325,101.325,62.88,1697.0,184.86775348838268,164.083889666
inchikey::JZCCFEFSEZPSOG-UHFFFAOYSA-L,copper(II) sulfate pentahydrate,O.O.O.O.O.O=S(=O)([O-])[O-].[Cu+2],H10CuO9S,JZCCFEFSEZPSOG-UHFFFAOYSA-L,1103,solid,solid,50.0,324.11,101.325,101.325,51.93,383.642539,217.16571684163193,231.2217203
inchikey::BIOOACNPATUQFW-UHFFFAOYSA-N,calcium molybdate(VI),[Ca+2].[Mo].[O-].[O-].[O].[O],CaMoO4,BIOOACNPATUQFW-UHFFFAOYSA-N,1042,solid,solid,50.0,905.7,101.325,101.325,17.63,153.39,130.9119385796545,135.2
inchikey::ZCCIPPOKBCJFDN-UHFFFAOYSA-N,calcium nitrate,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2],CaN2O6,ZCCIPPOKBCJFDN-UHFFFAOYSA-N,1023,solid,solid,140.18,718.777,101.325,101.325,107.65289,197.69891,167.43044142717497,171.19908
inchikey::KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,CC(C)O,C3H8O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,983,fluid|gas|glass|liquid|solid,gas|liquid|other|solid,85.0,600.1,100.0,20000.0,51.122833514,572.7055406,253.5270688585534,236.23352362
inchikey::BTANRVKWQNVYAZ-UHFFFAOYSA-N,butan-2-ol,CCC(C)O,C4H10O,BTANRVKWQNVYAZ-UHFFFAOYSA-N,861,fluid|liquid,liquid|other,288.15,562.67,100.0,20000.0,154.6176576,740.7712704,317.5131452023229,278.0301216
inchikey::RCNFOZUBFOFJKZ-UHFFFAOYSA-N,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C12H19F6N3O4S2,RCNFOZUBFOFJKZ-UHFFFAOYSA-N,813,glass|liquid|solid,liquid|other|solid,50.0,425.15,101.325,101.325,144.8,739.0,512.8593655010125,605.3585824176
inchikey::LRESCJAINPKJTO-UHFFFAOYSA-N,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C8H11F6N3O4S2,LRESCJAINPKJTO-UHFFFAOYSA-N,783,liquid|solid,liquid|solid,50.0,463.15,101.325,101.325,121.5,572.3,354.5693486590039,338.7
inchikey::OYZZHPSIYKHHAX-UHFFFAOYSA-N,germanium disulfide,[Ge+4].[S-2].[S-2],GeS2,OYZZHPSIYKHHAX-UHFFFAOYSA-N,747,glass|liquid|solid,liquid|other|solid,50.0,1240.0,101.325,101.325,18.92373372,165.54,59.92138578757698,61.282
inchikey::VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,C8H16N2O4S,VRFOKYHDLYBVAL-UHFFFAOYSA-M,734,glass|liquid,liquid|other,50.0,389.95,100.0,101.325,89.0,591.19687944,326.4874307944415,365.55
inchikey::LVLSMZQRYHJEBW-UHFFFAOYSA-N,germanium iron lithium oxide (Ge2FeLiO6),[Fe+3].[Ge+4].[Ge+4].[Li+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2],FeGe2LiO6,LVLSMZQRYHJEBW-UHFFFAOYSA-N,693,solid,solid,50.9498,869.01,101.325,101.325,23.11431,254.340555,222.10901781818185,243.94743
inchikey::WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzoic acid,O=C(O)c1ccccc1,C7H6O2,WPYMKLBDIGXBTP-UHFFFAOYSA-N,684,liquid|solid,liquid|solid,50.0,432.0,100.0,101.325,39.198,237.15964228,112.72518305197505,113.22501356322
inchikey::GTLACDSXYULKMZ-UHFFFAOYSA-N,pentafluoroethane,FC(F)C(F)(F)F,C2HF5,GTLACDSXYULKMZ-UHFFFAOYSA-N,671,fluid|gas|liquid,gas|liquid|other,303.15,399.0,500.0,5000.0,101.478056498,282.0501866,113.71408170322442,111.5358461308
inchikey::VWFZFKKEKWMXIA-UHFFFAOYSA-M,1-butyl-3-methylimidazolium tosylate,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,C15H22N2O3S,VWFZFKKEKWMXIA-UHFFFAOYSA-M,654,liquid|solid,liquid|solid,50.0,380.0,101.325,101.325,108.3,740.02425824,336.2514946089602,313.87411359
inchikey::GXZCAMSPWNHTAE-UHFFFAOYSA-N,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,C12H23BF4N2,GXZCAMSPWNHTAE-UHFFFAOYSA-N,635,glass|liquid|solid,liquid|other|solid,50.0,370.0,100.0,20000.0,114.1,544.2,376.0847874015748,463.2
inchikey::XUARKZBEFFVFRG-UHFFFAOYSA-N,silver sulfide,[Ag+].[Ag+].[S-2],Ag2S,XUARKZBEFFVFRG-UHFFFAOYSA-N,612,solid,solid,299.71,938.11,101.325,101.325,73.92,94.94,84.4961111111111,86.01
inchikey::LUKZNWIVRBCLON-GXOBDPJESA-N,Ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,C32H44O7,LUKZNWIVRBCLON-GXOBDPJESA-N,610,liquid|solid,liquid|solid,303.3,520.96,101.325,101.325,422.00664058,880.996310264,670.808275904636,676.94082512
inchikey::NDDAHWYSQHTHNT-UHFFFAOYSA-N,Indapamide,CC1Cc2ccccc2N1N=C(O)c1ccc(Cl)c(S(N)(=O)=O)c1,C16H16ClN3O3S,NDDAHWYSQHTHNT-UHFFFAOYSA-N,584,glass|liquid|solid,liquid|other|solid,50.0,500.15,101.325,101.325,85.60547424,775.5709632,504.92453561066304,474.85429727999997
inchikey::RYGMFSIKBFXOCR-UHFFFAOYSA-N,copper,[Cu],Cu,RYGMFSIKBFXOCR-UHFFFAOYSA-N,579,solid,solid,50.0,398.65,101.325,101.325,6.173,25.677,20.04811776988256,22.545
inchikey::CDAISMWEOUEBRE-GPIVLXJGSA-N,"cis-1,2,3,5-trans-4,6-cyclohexanehexol",O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,C6H12O6,CDAISMWEOUEBRE-GPIVLXJGSA-N,565,liquid|solid,liquid|solid,50.0,543.15,101.325,101.325,30.99,508.67,226.59697699115046,215.9
inchikey::LECQXINNQGHJBM-UHFFFAOYSA-N,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C14H23F6N3O4S2,LECQXINNQGHJBM-UHFFFAOYSA-N,563,glass|liquid|solid,liquid|other|solid,51.48,385.03,101.325,101.325,159.9,1383.0,465.0914452265037,447.7
inchikey::ZWOYWHYRFBLDEV-UHFFFAOYSA-N,1-(tert-butyl)-4-(4-nitrophenoxy)benzene,CC(C)(C)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,C16H17NO3,ZWOYWHYRFBLDEV-UHFFFAOYSA-N,528,glass|liquid|solid,liquid|other|solid,50.0,371.16,101.325,101.325,77.906488326,477.915149304,222.25254940008065,207.321055113
inchikey::VBFITRYPXPRYRG-UHFFFAOYSA-N,"1-ethyl-4-nitro-1,2,3-triazole",CCn1cc([N+](=O)[O-])nn1,C4H6N4O2,VBFITRYPXPRYRG-UHFFFAOYSA-N,498,liquid|solid,liquid|solid,50.0,370.0,,,47.47,463.4,148.65570281124496,153.45
inchikey::FBPFZTCFMRRESA-KVTDHHQDSA-N,D-mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H14O6,FBPFZTCFMRRESA-KVTDHHQDSA-N,494,liquid|solid,liquid|solid,50.0,490.0,101.325,101.325,41.114,511.69,236.27945141700405,223.49
inchikey::DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,CC(C)(C)O,C4H10O,DKGAVHZHDRPRBM-UHFFFAOYSA-N,485,fluid|liquid,liquid|other,296.24,524.14,,,203.0190624,535.899168,272.08526362391757,262.6128288
inchikey::ATUOYWHBWRKTHZ-UHFFFAOYSA-N,propane,CCC,C3H8,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,483,fluid|liquid,liquid|other,88.919,425.15,1110.0,19881.0,59.16,149.14,88.6141548799172,85.84
inchikey::VYPSYNLAJGMNEJ-UHFFFAOYSA-N,silicon dioxide,O=[Si]=O,O2Si,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,480,glass|solid,other|solid,285.0,905.7,101.325,101.325,43.2104565,72.6105285,65.9191801625,68.49900825
inchikey::FRZPYEHDSAQGAS-UHFFFAOYSA-M,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,C9H15F3N2O3S,FRZPYEHDSAQGAS-UHFFFAOYSA-M,475,liquid|solid,liquid|solid,50.0,425.15,101.325,101.325,107.5,506.0,345.44935993856,349.9
inchikey::TVXXNOYZHKPKGW-UHFFFAOYSA-N,sodium molybdate,[Mo].[Na+].[Na+].[O-].[O-].[O].[O],MoNa2O4,TVXXNOYZHKPKGW-UHFFFAOYSA-N,469,solid,solid,50.0,905.7,101.325,101.325,23.34,203.5,129.92953091684436,133.3
inchikey::RGXWDWUGBIJHDO-UHFFFAOYSA-N,ethyl decanoate,CCCCCCCCCC(=O)OCC,C12H24O2,RGXWDWUGBIJHDO-UHFFFAOYSA-N,468,liquid|solid,liquid|solid,50.0,370.0,100.0,18090.0,80.91,444.5,309.2046586138658,280.70000000000005
inchikey::LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,C8H15BF4N2,LSBXQLQATZTAPE-UHFFFAOYSA-N,467,glass|liquid,liquid|other,50.0,573.15,100.0,20000.0,95.33,406.62,316.27364573577563,360.39
inchikey::NNPPMTNAJDCUHE-UHFFFAOYSA-N,2-methylpropane,CC(C)C,C4H10,NNPPMTNAJDCUHE-UHFFFAOYSA-N,467,fluid|gas|liquid,gas|liquid|other,116.795,425.15,101.325,19783.0,71.22,593.0208066,137.3048653426124,139.3770356
inchikey::XREPTGNZZKNFQZ-UHFFFAOYSA-M,1-butyl-3-methylimidazolium iodide,CCCCn1cc[n+](C)c1.[I-],C8H15IN2,XREPTGNZZKNFQZ-UHFFFAOYSA-M,463,glass|liquid|solid,liquid|other|solid,50.0,370.0,101.325,101.325,71.06,1917.0,213.03114470842334,184.3
inchikey::HEBKCHPVOIAQTA-SCDXWVJYSA-N,xylitol,OC[C@@H](O)[C@H](O)[C@@H](O)CO,C5H12O5,HEBKCHPVOIAQTA-SCDXWVJYSA-N,455,liquid|solid,liquid|solid,50.0,438.15,101.325,101.325,33.53,446.78,217.04704703384616,188.75
inchikey::WOLHOYHSEKDWQH-UHFFFAOYSA-N,1-aminoadamantane hydrochloride,Cl.NC12CC3CC(CC(C3)C1)C2,C10H18ClN,WOLHOYHSEKDWQH-UHFFFAOYSA-N,452,solid,solid,50.0,470.7,101.325,101.325,47.63,349.0,178.02564159292035,159.75
inchikey::OJLGWNFZMTVNCX-UHFFFAOYSA-N,zirconium tungstate,[O-].[O-].[O-].[O-].[O].[O].[O].[O].[W].[W].[Zr+4],O8W2Zr,OJLGWNFZMTVNCX-UHFFFAOYSA-N,444,solid,solid,50.0,482.975,101.325,101.325,51.06,267.63,194.142990990991,212.485
inchikey::YRZBAQDUFDPPQQ-UHFFFAOYSA-N,calcium germanium oxide (Ca2GeO4),[Ca+2].[Ca+2].[Ge+4].[O-2].[O-2].[O-2].[O-2],Ca2GeO4,YRZBAQDUFDPPQQ-UHFFFAOYSA-N,441,solid,solid,50.52,353.33,101.325,101.325,16.5539704,145.91772,100.44155302131519,110.082656
inchikey::VEZUQRBDRNJBJY-UHFFFAOYSA-N,cyclohexanone oxime,ON=C1CCCCC1,C6H11NO,VEZUQRBDRNJBJY-UHFFFAOYSA-N,437,liquid|solid,liquid|solid,50.0,370.0,100.0,100.0,39.78,276.0,144.87197711670478,148.41
inchikey::IBUUMDHMTARCSQ-UHFFFAOYSA-N,4-cyano-3-fluorophenyl 4-butylbenzoate,CCCCc1ccc(C(=O)Oc2ccc(C#N)c(F)c2)cc1,C18H16FNO2,IBUUMDHMTARCSQ-UHFFFAOYSA-N,433,liquid|solid,liquid|solid,50.0,360.398,101.325,101.325,86.93,517.24,256.344129330254,245.1
inchikey::PDDGIMZZLDZSPU-UHFFFAOYSA-N,lithium silicide (Li13Si4),[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Si].[Si].[Si].[Si],Li13Si4,PDDGIMZZLDZSPU-UHFFFAOYSA-N,418,solid,solid,50.0,870.16,101.325,101.325,44.37,546.94,353.09275358851676,383.27
inchikey::QIVBCDIJIAJPQS-VIFPVBQESA-N,L-tryptophan,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,C11H12N2O2,QIVBCDIJIAJPQS-VIFPVBQESA-N,416,solid,solid,50.0,372.99,101.325,101.325,50.55198976,281.52802192,141.56866338115384,127.71028992000001
inchikey::BJHIKXHVCXFQLS-PUFIMZNGSA-N,D-psicose,O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO,C6H12O6,BJHIKXHVCXFQLS-PUFIMZNGSA-N,413,solid,solid,50.0,330.0,101.325,101.325,36.64,244.34,125.14056658595642,115.73
inchikey::ZYUNIKPRLFDBLY-UHFFFAOYSA-D,copper hydroxide phosphate (Cu5(OH)4(PO4)2),O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Cu+2].[Cu+2].[Cu+2].[Cu+2].[Cu+2].[OH-].[OH-].[OH-].[OH-],H4Cu5O12P2,ZYUNIKPRLFDBLY-UHFFFAOYSA-D,411,solid,solid,50.0,322.513,101.325,101.325,72.135,401.448165527417,250.8952995262487,262.817498047156
inchikey::WPHIMOZSRUCGGU-UHFFFAOYSA-N,1-butyl-3-methylimidazolium nitrate,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],C8H15N3O3,WPHIMOZSRUCGGU-UHFFFAOYSA-N,410,liquid|solid,liquid|solid,50.0,370.0,101.325,101.325,82.59,926.83369072,271.7946908605463,260.78516351999997
inchikey::DNJQGRFZQMOYGM-AWEZNQCLSA-N,"(S)-4'-(2-methylbutyl)-[1,1'-biphenyl]-4-carbonitrile",CC[C@H](C)Cc1ccc(-c2ccc(C#N)cc2)cc1,C18H19N,DNJQGRFZQMOYGM-AWEZNQCLSA-N,407,glass|liquid|solid,liquid|other|solid,50.0,350.0,101.325,101.325,78.64,464.56,234.704909412914,210.7718652
inchikey::GEHMBYLTCISYNY-UHFFFAOYSA-N,ammonium sulfamate,N.NS(=O)(=O)O,H6N2O3S,GEHMBYLTCISYNY-UHFFFAOYSA-N,401,solid,solid,50.0,334.89,101.325,101.325,30.846645858,160.552218738,115.34045882638326,129.206705292
inchikey::HNVRRHSXBLFLIG-UHFFFAOYSA-N,2-methyl-3-buten-2-ol,C=CC(C)(C)O,C5H10O,HNVRRHSXBLFLIG-UHFFFAOYSA-N,396,liquid|solid,liquid|solid,50.0,370.0,,,37.8,272.9,144.0088383838384,141.8
inchikey::MPXKIFWZOQVOLN-UHFFFAOYSA-N,"1,1'-biadamantane",C1C2CC3CC1CC(C14CC5CC(CC(C5)C1)C4)(C2)C3,C20H30,MPXKIFWZOQVOLN-UHFFFAOYSA-N,394,solid,solid,50.0,561.0,101.325,101.325,52.05,802.7,376.5927157360406,373.45000000000005
inchikey::SUCFCKGVQZXOIH-UHFFFAOYSA-O,ammonium calcium nitrate ((NH4)Ca5(NO3)11) decahydrate,N.O.O.O.O.O.O.O.O.O.O.O=[N+]([O-])O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2],H24Ca5N12O43,SUCFCKGVQZXOIH-UHFFFAOYSA-O,386,solid,solid,50.0,338.65,101.325,101.325,402.41985432,1980.005456772,1393.622788292767,1460.1022854779999
inchikey::ZZLCFHIKESPLTH-UHFFFAOYSA-N,4-methylbiphenyl,Cc1ccc(-c2ccccc2)cc1,C13H12,ZZLCFHIKESPLTH-UHFFFAOYSA-N,373,liquid|solid,liquid|solid,50.15,372.39,101.325,101.325,56.825,604.38,199.31394369973188,199.51
inchikey::UPOMCDPCTBJJDA-UHFFFAOYSA-N,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,C8H18O,UPOMCDPCTBJJDA-UHFFFAOYSA-N,372,glass|liquid|solid,liquid|other|solid,50.0,353.42,101.325,101.325,55.57,296.9,187.95690860215055,214.75
inchikey::NOOLISFMXDJSKH-KXUCPTDWSA-N,L-menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C10H20O,NOOLISFMXDJSKH-KXUCPTDWSA-N,371,liquid|solid,liquid|solid,50.0,370.0,100.0,101.325,53.14,437.0,237.39002695417793,217.6
inchikey::OKCOYZVCYHXCEM-UHFFFAOYSA-K,cesium cobalt(II) phosphate,O=P([O-])([O-])[O-].[Co+2].[Cs+],CoCsO4P,OKCOYZVCYHXCEM-UHFFFAOYSA-K,358,solid,solid,50.0,650.0,101.325,101.325,41.414385032,253.591396,136.57774398234636,144.21451684
inchikey::XFULIUKARWFBDF-UHFFFAOYSA-K,erbium phosphate,O=P([O-])([O-])[O-].[Er+3],ErO4P,XFULIUKARWFBDF-UHFFFAOYSA-K,356,solid,solid,50.0,1500.0,101.325,101.325,19.7,161.4,110.10387640449437,126.25
inchikey::LEHFSLREWWMLPU-UHFFFAOYSA-B,trizirconium tetraphosphate,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Zr+4].[Zr+4].[Zr+4],O16P4Zr3,LEHFSLREWWMLPU-UHFFFAOYSA-B,356,solid,solid,50.0,639.3,101.325,101.325,59.29,577.0,401.78969101123596,427.75
inchikey::FXRLMCRCYDHQFW-UHFFFAOYSA-N,"2,3,3,3-tetrafluoro-1-propene",C=C(F)C(F)(F)F,C3H2F4,FXRLMCRCYDHQFW-UHFFFAOYSA-N,355,gas|liquid,gas|liquid,240.93,413.15,1500.0,12837.0,91.803482204,410.54973408,163.43380975148844,163.4216024824
inchikey::FCJJGIVAHQRJFM-UHFFFAOYSA-K,cesium nickel monophosphate,O=P([O-])([O-])[O-].[Cs+].[Ni+2],CsNiO4P,FCJJGIVAHQRJFM-UHFFFAOYSA-K,355,solid,solid,50.0,650.0,101.325,101.325,43.900347744,185.578742736,151.76905761541522,172.94076384
inchikey::JRXXLCKWQFKACW-UHFFFAOYSA-N,"1,2-diphenylethyne",C(#Cc1ccccc1)c1ccccc1,C14H10,JRXXLCKWQFKACW-UHFFFAOYSA-N,350,liquid|solid,liquid|solid,50.0,371.44,101.325,101.325,55.371,311.8,147.12336857142859,130.305
inchikey::DTBWUDZBUVOXRY-UHFFFAOYSA-L,diammonium magnesium sulfate hexahydrate,N.N.O.O.O.O.O.O.O=S(=O)(O)O.O=S(=O)([O-])[O-].[Mg+2],H20MgN2O14S2,DTBWUDZBUVOXRY-UHFFFAOYSA-L,349,solid,solid,50.0,320.0,101.3,101.325,88.13327388,532.95687318,347.6878381156332,354.777999666
inchikey::KJNGZXGMKFPTLK-UHFFFAOYSA-N,bis-potassium magnesium nitrate,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[K+].[K+].[Mg+2],K2MgN4O12,KJNGZXGMKFPTLK-UHFFFAOYSA-N,345,liquid|solid,liquid|solid,298.15,623.15,101.325,101.325,308.0,4003.0,489.97623188405794,465.5
inchikey::AGUYBNRYFCKLGN-UHFFFAOYSA-N,lithium silicide (Li7Si3),[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Si].[Si].[Si],Li7Si3,AGUYBNRYFCKLGN-UHFFFAOYSA-N,345,solid,solid,50.0,870.16,101.325,101.325,24.9,303.7,230.3441391304348,244.71
inchikey::PNEYBMLMFCGWSK-UHFFFAOYSA-N,aluminum oxide (Al2O3),[Al+3].[Al+3].[O-2].[O-2].[O-2],Al2O3,PNEYBMLMFCGWSK-UHFFFAOYSA-N,344,solid,solid,54.06,450.0,101.325,101.325,1.9675,101.33,52.5128761627907,57.2025
inchikey::SSDCXZFWGKKIJC-UHFFFAOYSA-N,lithium silicide (Li12Si7),[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Li].[Si].[Si].[Si].[Si].[Si].[Si].[Si],Li12Si7,SSDCXZFWGKKIJC-UHFFFAOYSA-N,340,solid,solid,50.0,870.07,101.325,101.325,47.69,624.99,480.4597147058824,512.48
inchikey::ZYVGZWFCGPUVSH-UHFFFAOYSA-N,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C16H27F6N3O4S2,ZYVGZWFCGPUVSH-UHFFFAOYSA-N,335,liquid|solid,liquid|solid,50.0,370.0,101.325,101.325,163.2,1053.0,493.97044776119407,442.2
inchikey::AYFVYJQAPQTCCC-GBXIJSLDSA-N,L-threonine,C[C@@H](O)[C@H](N)C(=O)O,C4H9NO3,AYFVYJQAPQTCCC-GBXIJSLDSA-N,327,solid,solid,50.0,371.97,101.325,101.325,32.343248622,182.834971002,106.04724790902752,104.928482676
inchikey::JWSSFFRSFBHWDY-UHFFFAOYSA-N,magnesium gallate,[Ga+3].[Ga+3].[Mg+2].[O-2].[O-2].[O-2].[O-2],Ga2MgO4,JWSSFFRSFBHWDY-UHFFFAOYSA-N,327,solid,solid,50.0,1201.9,101.325,101.325,10.15,173.0,128.12159021406725,154.3
inchikey::GIUUOWFJIWCWHY-UHFFFAOYSA-N,lanthanum orthoniobate,[La+3].[Nb].[O-].[O-].[O-].[O],LaNbO4,GIUUOWFJIWCWHY-UHFFFAOYSA-N,319,solid,solid,50.0,1500.0,101.325,101.325,19.88,179.4,126.08526645768025,149.4
inchikey::PWUMGRPMAGSFJU-UHFFFAOYSA-N,benzoylferrocene,O=C(c1ccccc1)c1cc[cH-]c1.[Fe+2].c1cc[cH-]c1,C17H14FeO,PWUMGRPMAGSFJU-UHFFFAOYSA-N,318,solid,solid,50.0,366.48,101.325,101.325,76.78,398.31,221.68777358490567,202.385
inchikey::VECNJZHFTJSGCO-UHFFFAOYSA-N,hexaamminechromium(III) tetrafluoroborate,F[B-](F)(F)F.F[B-](F)(F)F.F[B-](F)(F)F.N.N.N.N.N.N.[Cr+3],H18B3CrF12N6,VECNJZHFTJSGCO-UHFFFAOYSA-N,318,solid,solid,50.105,300.497,101.325,101.325,158.18,554.94,362.1349685534591,346.39
inchikey::SZNYYWIUQFZLLT-UHFFFAOYSA-N,diisobutyl ether,CC(C)COCC(C)C,C8H18O,SZNYYWIUQFZLLT-UHFFFAOYSA-N,316,liquid|solid,liquid|solid,50.0,372.11,101.325,101.325,57.22,310.26,194.76150316455698,193.16500000000002
inchikey::CDOYZTOFTGTGBC-UHFFFAOYSA-N,"4-(1,1-dimethylethyl)-1,1'-biphenyl",CC(C)(C)c1ccc(-c2ccccc2)cc1,C16H18,CDOYZTOFTGTGBC-UHFFFAOYSA-N,311,liquid|solid,liquid|solid,50.18,370.58,101.325,101.325,60.841,410.84,218.97393569131833,197.88
inchikey::NFJUJKKYHWUDGP-UHFFFAOYSA-E,sodium dititania triphosphate,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Na+].[Ti+4].[Ti+4],NaO12P3Ti2,NFJUJKKYHWUDGP-UHFFFAOYSA-E,310,solid,solid,50.0,645.1,100.0,101.325,42.74,426.0,303.5630967741935,328.5
inchikey::QVAWHEWQXPIANS-UHFFFAOYSA-N,germanium iron sodium oxide (Ge2FeNaO6),[Fe+3].[Ge+4].[Ge+4].[Na+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2],FeGe2NaO6,QVAWHEWQXPIANS-UHFFFAOYSA-N,307,solid,solid,50.927,765.39,101.325,101.325,30.298038,245.693475,197.53727223615635,219.253365
inchikey::LQFNMFDUAPEJRY-UHFFFAOYSA-K,lanthanum orthophosphate,O=P([O-])([O-])[O-].[La+3],LaO4P,LQFNMFDUAPEJRY-UHFFFAOYSA-K,306,solid,solid,50.0,1500.0,101.325,101.325,17.23,169.7,79.32938692810457,84.1608
inchikey::UBNQYKDHOTVGMP-UHFFFAOYSA-E,sodium dihafnium triphosphate,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Hf+4].[Hf+4].[Na+],Hf2NaO12P3,UBNQYKDHOTVGMP-UHFFFAOYSA-E,306,solid,solid,50.0,648.6,100.0,101.325,48.16,448.0,311.0479738562091,345.5
inchikey::UFWCUKAOFMJFKD-UHFFFAOYSA-N,europium zirconate,[Eu+3].[Eu+3].[O-].[O-].[O-].[O-].[O-].[O-].[O].[Zr].[Zr],Eu2O7Zr2,UFWCUKAOFMJFKD-UHFFFAOYSA-N,302,solid,solid,50.0,1273.0,101.325,101.325,36.16,315.32,220.4008609271523,239.0
