source_file,rows_extracted,root
s10765-012-1159-3.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1168-2.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1172-6.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1185-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1233-x.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1261-6.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1309-7.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1352-4.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1370-2.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1371-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1373-z.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-012-1383-x.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1404-4.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1432-0.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1468-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1469-0.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1483-2.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1487-y.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1491-2.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1492-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1526-8.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1527-7.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1539-3.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1546-4.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-013-1553-5.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-014-1598-0.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-014-1617-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-014-1718-x.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-014-1730-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-014-1740-z.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-014-1759-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-014-1828-5.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-015-1922-3.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-015-1927-y.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-015-1980-6.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-015-1981-5.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-015-1994-0.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-015-2006-0.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-015-2009-x.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-015-2016-y.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-016-2061-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-016-2064-y.json,208,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-016-2089-2.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-016-2096-3.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-016-2103-8.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-016-2104-7.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-016-2109-2.json,205,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-016-2150-1.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-017-2241-7.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-017-2256-0.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-017-2283-x.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-017-2310-y.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-017-2323-6.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-018-2359-2.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-018-2361-8.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-019-2484-6.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-019-2506-4.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-019-2537-x.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-019-2542-0.json,0,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-019-2558-5.json,8,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
s10765-019-2568-3.json,11,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/inputs/10.1007
